name,slug,address,city,state,zip,phone,hours,rating,reviews,website,services,featured,,,,,
Carolina Fleet LLC,1404 Mack St,Gaston,SC,29053,1 803-796-5073,https://carolinafleet.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.5,82,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.8140543,-81.0873114
Ultimate Towing,2327 Az Rd,North,SC,29112,1 803-845-8531,,4.6,70,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.5974953,-80.9774138
Schroeder's Towing,3512 Bush River Rd,Columbia,SC,29210,1 803-772-7930,https://schroederstowing.net/,4.6,2063,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.0415511,-81.143333
803 Towing & Recovery LLC,1919 10th St,Cayce,SC,29033,1 803-550-9240,http://www.803towingsc.com/,4.8,93,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.9742624,-81.0615201
CIA Towing & Recovery,1945 SC-121,Silverstreet,SC,29145,1 803-669-2676,https://ciatowing.com/,4.9,86,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.2057571,-81.7035446
Priority Towing and Transport LLC,115 Pine Tree Dr,Lexington,SC,29073,1 803-602-8080,,4.4,142,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.9393027,-81.235924
Quality Towing & Service Center,1657 Plaza Pl,Myrtle Beach,SC,29577,1 843-626-5309,http://qualitytowingmb.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.1,1428,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.7066236,-78.8964562
Wingard Towing Service,1809 Augusta Rd,West Columbia,SC,29169,1 803-796-1467,http://www.wingardtowing.com/,4.8,381,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.9844695,-81.0838141
D & B Towing LLC,310 Quartermaster St,West Columbia,SC,29170,1 803-888-6365,,4.5,82,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.9457682,-81.108305
Caps Towing and Transport LLC,195 Bellinger Ln,Gaston,SC,29053,1 803-239-2664,https://capstowingandtransportllc.com/,5,37,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.8062573,-81.0024753
Toots towing and recovery services LLC,438 Day Dr,Swansea,SC,29160,1 803-568-7594,,5,2,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.7408962,-81.0859759
Absolute Towing,1000 Buff St,West Columbia,SC,29169,1 803-939-9393,,2.8,312,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.9947064,-81.0676083
All Star Towing Service,3500 Fernandina Rd,Columbia,SC,29210,1 803-386-9464,https://www.google.com/search?q=all+star+towing+columbia+sc,4.9,74,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.0472579,-81.1201642
Palmetto Towing and Recovery,,,,,1 843-681-8698,http://palmettotowingandrecovery.com/,4.1,418,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",32.319959,-80.9671
County Towing and Recovery LLC,1281 S Lake Dr,Lexington,SC,29073,1 803-359-0014,https://countytowingsc.com/,3.8,50,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.9411327,-81.2366229
Eagle One Tow and Transport,10019 Broad River Rd,Irmo,SC,29063,1 803-749-2727,https://eagleonetow.com/,4.9,45,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",34.1118196,-81.1931439
Sta Tru Towing,2924 Berkeley Forest Dr,Columbia,SC,29209,1 803-603-5839,https://statrutowing.com/,4.8,19,"[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]","[""6AM-11PM""]",33.9677793,-80.9031594
Olson Towing,2326 Dyess Ave,Rapid City,SD,57701,1 605-399-2666,https://rapidcitytowingservice.com/,4.2,,,,,,"[""Open 24 hours""]",,,44.1082801,-103.1709722
Rapid Towing,2602 E St Andrew St,Rapid City,SD,57703,1 605-716-9400,https://www.rapidtowing.us/,4.4,,,,,,"[""Open 24 hours""]",,,44.0689503,-103.1728949
Mitchell Towing and Recovery,2675 W Havens Ave,Mitchell,SD,57301,1 605-999-1880,http://www.mitchelltowingandrecovery.com/,5,,,,,,"[""Open 24 hours""]",,,43.7014273,-98.0643083
Lightning Towing,2901 W 6th St,Sioux Falls,SD,57104,1 605-331-0456,https://lightningtowing.net/,3.7,,,,,,"[""8AM-4PM""]",,,43.5513226,-96.7648302
A Plus Towing,1309 E Walnut St,Sioux Falls,SD,57103,1 605-332-8984,https://aplus-towing.com/,4.3,,,,,,"[""7AM-11PM""]",,,43.56551,-96.70927
Jim & Rons Towing,3424 W Runge Pl,Sioux Falls,SD,57107,1 605-334-9673,http://jimandrons.net/,4.5,,,,,,"[""Open 24 hours""]",,,43.5686994,-96.7758989
"M & W Towing & Recovery, Inc.",22759 Radar Hill Rd,Box Elder,SD,57719,1 605-923-1927,https://mwtowinginc.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.1,,,,,,"[""Open 24 hours""]",,,44.1024072,-103.0915266
Tow Pros,1329 Seger Dr,Rapid City,SD,57701,1 605-388-8700,https://towprosrc.com/,3.9,,,,,,"[""Open 24 hours""]",,,44.1109046,-103.1888046
Paul's Towing,41965 SD-38,Fulton,SD,57340,1 605-770-0053,http://paulstowingsd.com/,4.8,,,,,,,,,43.7012596,-97.8139953
Eastgate Towing & Storage Inc.,2904 E Rice St,Sioux Falls,SD,57103,1 605-334-3160,https://eastgatetowingandstorage.com/,3.7,,,,,,"[""Open 24 hours""]",,,43.5658132,-96.6892684
Platinum Towing,1325 N Cleveland Ave,Sioux Falls,SD,57103,1 605-660-0000,https://platinumtowingsd.com/,4.4,,,,,,"[""Open 24 hours""]",,,43.5618057,-96.6919288
Black Hills Towing,29313 Gary St,Pierre,SD,57501,1 605-440-0008,https://www.blackhillstowing.com/,4.6,,,,,,"[""Open 24 hours""]",,,44.3996076,-100.2863221
Ace Towing Inc,4000 N Cliff Ave,Sioux Falls,SD,57103,1 605-332-2173,http://www.acetowingrecovery.com/,4.3,,,,,,"[""Open 24 hours""]",,,43.5904829,-96.7100184
All Pro Towing & Repair LLC,27138 SD-248,Murdo,SD,57559,1 605-669-2075,https://www.allprotowingsd.com/,4.6,,,,,,"[""Open 24 hours""]",,,43.8925224,-100.6908999
Black Hills Towing LLC,25434 Sidney Park Rd,Custer,SD,57730,1 605-440-2018,http://www.blackhillstowing.com/,4,,,,,,"[""Open 24 hours""]",,,43.7183096,-103.5791484
LJ's Recovery & Transport LLC,1025 Crook St,Custer,SD,57730,1 605-517-1709,http://ljsrecovery.com/%3Futm_source%3DGMB%26utm_medium%3DGMB%26utm_campaign%3DGMB,5,,,,,,"[""Open 24 hours""]",,,43.7699875,-103.5929568
Stockton Towing of Vermillion,830 N Norbeck St,Vermillion,SD,57069,1 605-660-9423,https://stocktontowingiowa.com/,4.5,,,,,,"[""Open 24 hours""]",,,42.7879039,-96.9104183
Johnny Towing,"113 West Dakota Avenue, 1875 Table Street",Pierre,SD,57501,1 605-223-9242,http://www.johnnytowing.com/,3.9,,,,,,"[""Open 24 hours""]",,,44.3658614,-100.3557763
Sunshine Towing,20569 US-85,Deadwood,SD,57732,1 605-642-9095,http://sunshinetowing24-7.com/,4.1,,,,,,"[""Open 24 hours""]",,,44.4154319,-103.7127685
Tennessee Towing & Recovery LLC,1322 Bee Rock Rd,Monterey,TN,38574,1 800-953-3707,https://www.tntowing.com/,4.4,55,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.1336283,-85.2850589
West Nashville Wrecker Service,6400 Louisiana Ave,Nashville,TN,37209,1 615-350-5800,https://westnashvillewrecker.com/,4.1,812,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.1671181,-86.8671421
Tennessee Towing,1828 Ryder Dr,Kingsport,TN,37660,1 423-863-1854,https://www.tenntow.com/,4.8,131,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.5414123,-82.5176871
Tow Pro,2408 Lloyd Ave,Nashville,TN,37218,1 615-256-8697,https://www.towproservices.com/,4.7,4433,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]",36.2040056,-86.8305495
Dad's Towing Service,1119 E Old Hickory Blvd,Madison,TN,37115,1 615-833-3703,https://dadstowingservice.com/,3.7,854,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.2626662,-86.6819765
White's Towing & Recovery,1303 W College St,Murfreesboro,TN,37129,1 615-896-5844,,4.7,322,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.8603675,-86.4112099
M.J. & SON Wrecker Service,1536 Hwy 96,Fairview,TN,37062,1 615-799-8416,,4.9,192,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.0283586,-87.181576
Cotton's Towing,12725 Old Hickory Blvd,Antioch,TN,37013,1 615-641-2200,http://cottonstowing.com/,3.7,291,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.0335879,-86.6112752
Tennessee Wrecker,1604 Eagle Dr,Hixson,TN,37343,1 423-842-7243,http://mytnwrecker.com/,4.7,78,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",35.167728,-85.2084711
E.A. Towing,206 Southpointe Ct,Murfreesboro,TN,37130,1 615-904-1601,https://www.eatowingllc.com/,4.8,531,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.8168751,-86.3994405
Martin's wrecker Service,263 Hermitage Ave,Nashville,TN,37210,1 615-256-9502,https://www.martinswreckernashville.com/,2.8,230,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.152868,-86.7540369
All Out Towing,2610 Eugenia Ave,Nashville,TN,37211,1 615-506-8181,http://www.allouttowing.net/,5,481,"[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-1PM""]","[""Closed""]",36.1146088,-86.7538591
Hook Em' Up Towing,607 Fordomatic Dr,Nashville,TN,37209,1 615-756-5330,https://towingnashvilletn.com/,4.8,271,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.1530284,-86.8852071
MANNY'S TOWING AND RECOVERY,727 Old Salem Rd,Murfreesboro,TN,37129,1 615-556-7132,,4.7,199,"[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""9AM-5PM""]",35.8383528,-86.3993374
South Side Towing & Recovery,332 Wilhagan Rd,Nashville,TN,37217,1 615-770-2780,,4.2,914,"[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]",36.13595,-86.7173557
Bailey's Wrecker Service,1315 Gallatin Ave,Nashville,TN,37206,1 615-227-1283,https://baileyswrecker.com/,3.5,200,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.1932646,-86.7435066
Donelson Wrecker Service,3551 Central Pike,Nashville,TN,37076,1 615-889-6218,http://www.donelsonwreckerservice.com/,4.3,193,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.1856921,-86.6265445
Rescue Professionals Towing,,,,,1 615-988-9668,,4.8,1130,"[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]",36.1427819,-86.5615075
Chapman's Wrecker Services,503 Arlington Ave,Nashville,TN,37210,1 615-255-5030,http://chapmanswrecker.com/,4.1,77,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""Closed""]","[""Closed""]",36.143086,-86.7309788
Harpeth Towing & Recovery,140 N Royal Oaks Blvd Building B,Franklin,TN,37064,1 615-591-7445,https://harpethtowing.com/,4.7,567,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.9183363,-86.8272785
Texas Towing,422 Steves Ave,San Antonio,TX,78204,1 210-220-1000,http://texastowing.com/,3,367,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",29.3982699,-98.4943009
Texas Wrecker Service,805 S Hwy 37 Access,George West,TX,78022,1 361-883-3948,http://www.texaswrecker.com/,5,9,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.3273558,-98.0146644
TEXAS TOWING INC.,205 S Commercial St,Fort Worth,TX,76107,1 817-877-0206,https://texastowinginc.com/,3.2,225,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",32.7575727,-97.3455132
Texas Towing & Tire Service,331 I-45,Fairfield,TX,75840,1 903-389-1919,https://texas-towing.com/,4.3,104,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",31.7219462,-96.1801254
A & S Towing,210 East1st St,Claude,TX,79019,1 806-231-2250,http://www.aandstowing.com/,4.9,31,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",35.1117351,-101.3637038
Sonora Towing and Recovery,1505 N Crockett Ave,Sonora,TX,76950,1 325-869-0060,https://www.sonoratowing.com/,4.8,307,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.5784047,-100.6557134
Top of Texas Towing & Recovery,814 Texas St,Stratford,TX,79084,1 806-922-2297,https://topoftexastowingrecovery.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.7,14,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",36.3357963,-102.0663786
American towing & Tires services,321 E 7th St,Iraan,TX,79744,1 210-995-3237,,5,93,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.915443,-101.8943555
Texas Roadside Services & Towing,3722 SW Loop 410,San Antonio,TX,78227,1 210-674-4444,https://raycoautomotiveservices.com/,4.1,293,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",29.3934356,-98.6475524
Chase Garcia Towing Three Rivers,102 W Blair St,Three Rivers,TX,78071,1 361-319-4310,https://www.chasegarciatowing.com/,4.2,25,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.4640427,-98.1816972
AAA Scottsdale Auto Repair Center,15509 Hayden Rd,Scottsdale,AZ,85260,1 602-248-3700,https://mwg.aaa.com/agent-office-locations/az/scottsdale/aaa-scottsdale-auto-repair-center,4.2,196,"[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""7:30AM-5:30PM""]","[""8AM-4PM""]","[""Closed""]",33.626807,-111.895751
Sheffield Towing Services,900 Garrett St,Sheffield,TX,79781,1 432-836-4623,https://www.sheffieldtowing.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.6,185,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.6894049,-101.823291
Texas Towing South,524 Co Rd 101,George West,TX,78022,1 210-378-9098,https://txtowingsouth.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,5,6,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.3121888,-98.1144722
Rio Grande Wrecker Services,406 Commerce St,Presidio,TX,79845,1 432-229-3312,,4.8,20,,,,,,,,29.56182,-104.366969
West Central Towing & Recovery,100 E Uvalde St,Rocksprings,TX,78880,1 830-834-0850,https://www.westcentraltowing.com/,4.8,12,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.0139786,-100.2075134
Absolute Towing & Recovery,909 E Jefferson Ave,Whitney,TX,76692,1 254-694-5951,,4.8,20,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",31.9558399,-97.3093287
"Choo Choo Towing in San Antonio, Texas & Roadside Assistance & Auto Repair",4363 W Dean Pannill Dr,San Antonio,TX,78229,1 210-305-9139,https://sites.google.com/view/choochoocartowing-san-antonio/gallery,5,56,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",29.5232026,-98.5696534
Texas Heavy Tow Recovery and Services LLC,607 E Coma Ave,Hidalgo,TX,78557,1 956-624-0359,https://texasheavytow.net/,4.7,111,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",26.1074419,-98.2548421
Texas Wrecker Service,,,,,1 806-243-9696,,3.8,17,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.6929022,-102.007911
Utah Towing LLC,1605 N Chicago St,Salt Lake City,UT,84116,1 801-706-1044,https://secure.utah.gov/ivs/ivs,2.2,,,,,,"[""8AM-5PM""]",,,40.8023816,-111.9186864
Salt Lake Towing,,,,,1 801-701-1233,https://saltlaketowtruck.com/,4.4,,,,,,"[""Open 24 hours""]",,,40.6680085,-111.906702
Stauffer's Towing & Recovery,2819 Andrew Ave,Salt Lake City,UT,84104,1 801-869-2727,https://staufferstowing.com/,4.8,,,,,,"[""Open 24 hours""]",,,40.7364601,-111.9602795
Cartow Towing,738 W S Temple St,Salt Lake City,UT,84104,1 801-531-0268,https://www.cartowtowing.com/,4.1,,,,,,"[""Open 24 hours""]",,,40.769593,-111.912473
Marvel Towing and Roadside Service,5445 Shea Dr,Salt Lake City,UT,84104,1 801-565-8585,http://www.marveltowing.com/,4.9,,,,,,"[""Open 24 hours""]",,,40.7533069,-112.0198227
Legacy Towing,4188 S 300 W,Murray,UT,84107,1 801-685-2569,http://www.legacytowingslc.com/,1.8,,,,,,"[""8AM-5PM""]",,,40.6804288,-111.9004345
4 WHEEL TOWING LLC,3790 s 150 e,South Salt Lake,UT,84115,1 385-321-0579,https://4wheeltowingllc.com/,4.6,,,,,,"[""Open 24 hours""]",,,40.6885086,-111.878492
Intermountain Tow Services,640 N Main St,North Salt Lake,UT,84054,1 801-936-7626,http://www.intermountaintow.com/,4.6,,,,,,"[""Open 24 hours""]",,,40.8535425,-111.911088
Salt Lake Heavy Towing & Recovery,1145 Richards St,Salt Lake City,UT,84101,1 801-808-0655,https://saltlakecitytowingservices.com/,4.3,,,,,,"[""Open 24 hours""]",,,40.7439933,-111.8923275
Empire Towing & Recovery,2923 3600 W,West Valley City,UT,84119,1 801-254-7171,http://www.empiretowingutah.com/,4,,,,,,"[""Open 24 hours""]",,,40.7073517,-111.9758721
QR Towing LLC,555 Fulton St,Salt Lake City,UT,84104,1 801-577-2051,https://qrtowingllc.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.4,,,,,,"[""Open 24 hours""]",,,40.7574373,-111.9625567
Advanced Towing Service,1340 W 7900 S,West Jordan,UT,84088,1 801-569-8697,http://advancedtowingutah.com/,3,,,,,,"[""Open 24 hours""]",,,40.6079669,-111.9304198
Munnster Towing - Cheap Towing SLC Salt Lake - RATES STARTING AT $79,2801 S Main St,Salt Lake City,UT,84115,1 385-512-4869,http://cheaptowingslc.com/,5,,,,,,"[""Open 24 hours""]",,,40.7102557,-111.8908272
Adams Towing,636 W 3410 S,South Salt Lake,UT,84119,1 801-266-6696,http://www.adamstowingutah.com/,4.9,,,,,,"[""8AM-5PM""]",,,40.6977003,-111.9092622
Advanced Towing,149 W 5325 S,Murray,UT,84107,1 801-792-3189,,3.1,,,,,,"[""8AM-5PM""]",,,40.6546267,-111.8958083
Bullocks Towing,5445 Shea Dr,Salt Lake City,UT,84104,1 801-531-9256,http://www.bullockstowing.com/,4.3,,,,,,"[""Open 24 hours""]",,,40.7533064,-112.0198061
Orem Auto Towing | First Aid Towing,385 Commerce Loop,Orem,UT,84058,1 385-230-0430,https://firstaidtowing.com/,5,,,,,,"[""7AM-7PM""]",,,40.2903903,-111.7271375
Hop To It Towing LLC,100 Cleveland Ave,Rutland,VT,5701,1 802-342-6874,https://hoptoittowingvt.com/,4.1,32,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",43.6143247,-72.9889273
ALS Towing and Repair,142 Sak Rd,Vernon,VT,5354,1 802-258-9933,http://alsbrattleborotowing.com/,4.7,59,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",42.7651821,-72.5286609
Action Towing Service,519 E Barre Rd,East Barre,VT,5649,1 802-476-6660,http://www.actiontowingvt.com/,3.6,49,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.180748,-72.480446
Thompson Towing LLC,496 US-7,Milton,VT,5468,1 802-309-3204,http://thompsontow.com/,4.6,52,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.6265903,-73.1419026
Blackfork Towing,920 W Main St,Richmond,VT,5477,1 802-434-5751,http://blackforktowing.com/,4.9,111,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.4172643,-72.998205
Central Service Towing & Recovery,177 Avenue C,Williston,VT,5495,1 802-651-0588,,4.3,37,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.463413,-73.1260071
Otter Creek Towing & Recovery,137 N Main St,Rutland,VT,5701,1 802-282-2341,,5,149,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",43.6178987,-72.9744311
Bee There Towing,3465 E Main St,Richmond,VT,5477,1 802-434-4580,http://beetheretowingvt.com/,4.6,81,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""8AM-8PM""]",44.3837776,-72.9371948
Deals Towing and Repair LLC,259 Craftsbury Rd,Hardwick,VT,5843,1 802-585-0017,,4.9,83,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.52097,-72.3760555
Duprey's Towing,6800 VT-14,South Royalton,VT,5068,1 802-369-9460,https://dupreystowing.com/,4.9,104,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",43.788311,-72.4857711
Polar Bear Towing,79 Green Mountain Dr,Morristown,VT,5661,1 802-888-7511,,4.3,29,,,,,,,,44.4987338,-72.6146027
